@lat	@lon	name	tourism	historic	amenity
41.3510870	-7.2950250	Pelourinho de Abreiro	attraction	pillory	
40.5791960	-7.6427320	Pelourinho de Abrunhosa-a-Velha	attraction	pillory	
40.6394030	-8.6509290	Pelourinho de Aguada de Cima	attraction	pillory	
39.9078079	-8.3311463	Pelourinho de Aguda	attraction	pillory	
40.8163346	-7.5451433	Pelourinho de Aguiar da Beira	attraction	pillory	
40.5278590	-7.9234460	Pelourinho de Aguieira	attraction	pillory	
41.3147930	-8.1987530	Pelourinho de Airães (frag.)	attraction	pillory	
38.7021460	-7.4045916	Pelourinho de Alandroal	attraction	pillory	
39.4160470	-8.8205940	Pelourinho de Alcanede	attraction	pillory	
39.0818257	-9.1121121	Pelourinho de Aldeia Galega da Merceana	attraction	pillory	
41.4439313	-7.5713875	Pelourinho de Alfarela de Jales	attraction	pillory	
39.5000922	-9.1074539	Pelourinho de Alfeizerão	attraction	pillory	
41.4691525	-6.5768537	Pelourinho de Algoso	attraction	pillory	
38.9251320	-9.0105780	Pelourinho de Alhandra	attraction	pillory	
38.6546329	-9.0278774	Pelourinho de Alhos Vedros	attraction	pillory	
41.2764110	-7.4749230	Pelourinho de Alijó	attraction	pillory	
37.3190000	-8.8032480	Pelourinho de Aljezur	attraction	pillory	
39.5666062	-8.9298082	Pelourinho de Aljubarrota	attraction	pillory	
38.6455170	-9.2220880	Pelourinho de Almada	attraction	pillory	
41.0012390	-7.0559170	Pelourinho de Almendra	attraction	pillory	
39.4155550	-7.6219350	Pelourinho de Alpalhão	attraction	pillory	
40.0994280	-7.4676740	Pelourinho de Alpedrinha	attraction	pillory	
39.6266425	-8.9494505	Pelourinho de Alpedriz	attraction	pillory	
39.2002260	-7.6588660	Pelourinho de Alter do Chão	attraction	pillory	
37.9404578	-8.3938449	Pelourinho de Alvalade	attraction	pillory	
40.0169902	-8.0978331	Pelourinho de Alvares	attraction	pillory	
40.7007350	-7.2169710	Pelourinho de Alverca da Beira	attraction	pillory	
38.8993791	-9.0382883	Pelourinho de Alverca do Ribatejo	attraction	pillory	
41.6316204	-8.3508298	Pelourinho de Amares	attraction	pillory	
41.6990551	-8.5242162	Pelourinho de Anais	attraction	pillory	
41.2024510	-7.3053006	Pelourinho de Ansiães	attraction	pillory	
39.9126974	-8.4353317	Pelourinho de Ansião	attraction	pillory	
40.2730210	-8.5224610	Pelourinho de Ançã	attraction	pillory	
41.4841640	-8.7702940	Pelourinho de Apúlia	attraction	pillory	
41.0483250	-7.5709420	Pelourinho de Arcos	attraction	pillory	
40.2180573	-8.0535462	Pelourinho de Arganil	attraction	pillory	
40.9284650	-8.2458780	Pelourinho de Arouca	attraction	pillory	
38.7257855	-7.9843263	Pelourinho de Arraiolos	attraction	pillory	
40.5713730	-8.4336320	Pelourinho de Assequins (frag.)	attraction	pillory	
40.0541130	-7.4350900	Pelourinho de Atalaia do Campo	attraction	pillory	
39.3392160	-9.3256200	Pelourinho de Atouguia da Baleia	attraction	pillory	
39.9217947	-8.3604003	Pelourinho de Avelar	attraction	pillory	
40.9332670	-7.3163350	Pelourinho de Aveloso	attraction	pillory	
40.2930985	-7.9057095	Pelourinho de Avô	attraction	pillory	
39.2671690	-8.7927080	Pelourinho de Azambujeira	attraction	pillory	
38.7033275	-7.7801189	Pelourinho de Azaruja	attraction	pillory	
41.3841940	-6.6845800	Pelourinho de Azinhoso	attraction	pillory	
40.6453930	-7.3051750	Pelourinho de Açores	attraction	pillory	
40.6811040	-7.3284800	Pelourinho de Baraçal	attraction	pillory	
38.9601202	-7.2957385	Pelourinho de Barbacena	attraction	pillory	
41.1223880	-7.5990240	Pelourinho de Barcos	attraction	pillory	
41.1349310	-7.9001260	Pelourinho de Barqueiros	attraction	pillory	
38.0152020	-7.8647187	Pelourinho de Beja	attraction	pillory	
40.3586840	-7.3496630	Pelourinho de Belmonte	attraction	pillory	
41.3112481	-6.5029766	Pelourinho de Bemposta	attraction	pillory	
38.0569270	-7.9869062	Pelourinho de Beringel	attraction	pillory	
38.8050817	-7.4540144	Pelourinho de Borba	attraction	pillory	
41.5502940	-8.4267960	Pelourinho de Braga	attraction	pillory	
41.0636055	-7.7905528	Pelourinho de Britiande	attraction	pillory	
41.6879720	-8.5785210	Pelourinho de Cabaços	attraction	pillory	
40.9503920	-8.4250560	Pelourinho de Cabeçais	attraction	pillory	
39.1342881	-7.5870997	Pelourinho de Cabeço de Vide	attraction	pillory	
40.9972670	-7.9274960	Pelourinho de Campo Benfeito	attraction	pillory	
38.7693852	-7.6051771	Pelourinho de Canal	attraction	pillory	
40.5516759	-8.0336977	Pelourinho de Canas de Santa Maria	attraction	pillory	
40.5037370	-7.9029320	Pelourinho de Canas de Senhorim	attraction	pillory	
40.3476040	-7.9680990	Pelourinho de Candosa	attraction	pillory	
38.9646880	-7.7602110	Pelourinho de Cano	attraction	pillory	
40.7637799	-7.4638247	Pelourinho de Carapito	attraction	pillory	
39.6948800	-8.0190970	Pelourinho de Cardigos	attraction	pillory	
41.2449860	-7.3010950	Pelourinho de Carrazeda de Ansiães	attraction	pillory	
41.5657080	-7.4257480	Pelourinho de Carrazedo de Montenegro	attraction	pillory	
40.4963890	-7.8086380	Pelourinho de Carvalhal / Cruzeiro do Carvalhal	attraction	pillory	
40.3295330	-8.3131980	Pelourinho de Carvalho	attraction	pillory	
40.7065790	-7.7049900	Pelourinho de Casal do Meio	attraction	pillory	
40.4229390	-7.8228630	Pelourinho de Casal	attraction	pillory	
40.8799340	-7.3279240	Pelourinho de Casteição	attraction	pillory	
40.8767715	-6.9639452	Pelourinho de Castelo Rodrigo	attraction	pillory	
39.4155614	-7.4551788	Pelourinho de Castelo de Vide	attraction	pillory	
41.0370275	-7.6219934	Pelourinho de Castelo	attraction	pillory	
40.6740610	-7.7006950	Pelourinho de Castendo	attraction	pillory	
40.8962247	-7.9357115	Pelourinho de Castro Daire	attraction	pillory	
37.2187630	-7.4416920	Pelourinho de Castro Marim	attraction	pillory	
41.3800770	-6.8392250	Pelourinho de Castro Vicente	attraction	pillory	
41.0273110	-7.3103080	Pelourinho de Cedovim	attraction	pillory	
39.5372154	-9.0387548	Pelourinho de Cela	attraction	pillory	
41.3882590	-8.0000590	Pelourinho de Celorico de Basto	attraction	pillory	
41.4734370	-7.8479700	Pelourinho de Cerva	attraction	pillory	
41.4695631	-6.9026384	Pelourinho de Chacim	attraction	pillory	
41.0881610	-7.5685950	Pelourinho de Chavães	attraction	pillory	
38.8888890	-9.3289850	Pelourinho de Cheleiros (frag.)	attraction	pillory	
39.8926430	-8.3697250	Pelourinho de Chão de Couce	attraction	pillory	
40.6219850	-7.6110250	Pelourinho de Chãs de Tavares	attraction	pillory	
41.0746510	-8.0950020	Pelourinho de Cinfães	attraction	pillory	
40.6515840	-7.2048500	Pelourinho de Codesseiro	attraction	pillory	
40.2094010	-8.4158845	Pelourinho de Coimbra	attraction	pillory	
40.2683690	-7.9890860	Pelourinho de Coja	attraction	pillory	
38.7992243	-9.4486028	Pelourinho de Colares	attraction	pillory	
38.9584500	-8.5267487	Pelourinho de Coruche	attraction	pillory	
40.6580070	-8.0065830	Pelourinho de Couto de Baixo	attraction	pillory	
40.7574860	-8.3071330	Pelourinho de Couto de Esteves	attraction	pillory	
40.4112870	-8.1446870	Pelourinho de Couto do Mosteiro	attraction	pillory	
40.3822570	-7.9427410	Pelourinho de Couto	attraction	pillory	
40.4227130	-7.9970870	Pelourinho de Currelos	attraction	pillory	
41.6397782	-7.8419751	Pelourinho de Dornelas	attraction	pillory	
40.7581290	-7.6460640	Pelourinho de Douro Calvo	attraction	pillory	
40.0975680	-8.5386070	Pelourinho de Ega	attraction	pillory	
37.7774660	-8.0117410	Pelourinho de Entradas	attraction	pillory	
38.9835360	-9.2166020	Pelourinho de Enxara dos Cavaleiros	attraction	pillory	
41.8145525	-7.4943862	Pelourinho de Ervededo	attraction	pillory	
41.7111650	-7.0796810	Pelourinho de Ervedosa	attraction	pillory	
40.6485097	-8.6281070	Pelourinho de Esgueira	attraction	pillory	
39.9538229	-7.8114436	Pelourinho de Estreito	attraction	pillory	
41.7234260	-6.7508540	Pelourinho de Carocedo	attraction	pillory	
41.7348360	-8.6782400	Pelourinho de Feira	attraction	wayside_cross	
40.4497970	-8.3931460	Pelourinho de Ferreiros	attraction	pillory	
40.5105040	-7.5132650	Pelourinho de Folgosinho	attraction	pillory	
40.5132250	-7.8526250	Pelourinho de Folhadal	attraction	pillory	
40.6743970	-7.3985310	Pelourinho de Forno Telheiro	attraction	pillory	
40.6224839	-7.5373169	Pelourinho de Fornos de Algodres	attraction	pillory	
41.0832167	-7.1363451	Pelourinho de Foz Côa	attraction	pillory	
41.4115940	-7.1639300	Pelourinho de Frechas	attraction	pillory	
41.3160090	-7.2477000	Pelourinho de Freixiel	attraction	pillory	
41.0673960	-7.2222440	Pelourinho de Freixo de Numão	attraction	pillory	
41.5755430	-6.7599760	Pelourinho de Frieira	attraction	pillory	
39.0567776	-7.6476886	Pelourinho de Fronteira	attraction	pillory	
40.8379130	-7.7705980	Pelourinho de Fráguas	attraction	pillory	
41.2839598	-7.6658304	Pelourinho de Galegos	attraction	pillory	
39.4659320	-7.9326410	Pelourinho de Gavião	attraction	pillory	
41.7914260	-6.8198460	Pelourinho de Gostei	attraction	pillory	
41.0896970	-7.6329010	Pelourinho de Goujoim	attraction	pillory	
41.1966970	-7.5734660	Pelourinho de Gouvães do Douro	attraction	pillory	
41.0677910	-7.6126970	Pelourinho de Granja do Tedo	attraction	pillory	
40.8990330	-7.4144670	Pelourinho de Guilheiro	attraction	pillory	
40.5663770	-8.1571690	Pelourinho de Janardo	attraction	pillory	
40.3735380	-7.8292390	Pelourinho de Lagos da Beira	attraction	pillory	
37.0988390	-8.6709950	Pelourinho de Lagos	attraction	pillory	
40.6633005	-7.0796233	Pelourinho de Lamegal	attraction	pillory	
41.6096760	-8.4383630	Pelourinho de Larim	attraction	pillory	
38.7750771	-8.3670860	Pelourinho de Lavre	attraction	pillory	
40.9838560	-7.6537040	Pelourinho de Leomil	attraction	pillory	
41.2063080	-7.3627730	Pelourinho de Linhares	attraction	pillory	
41.0595770	-7.5930180	Pelourinho de Longa	attraction	pillory	
40.9640894	-7.2096347	Pelourinho de Longroiva	attraction	pillory	
41.3174746	-7.7663075	Pelourinho de Lordelo	attraction	pillory	
41.2413167	-8.3354392	Pelourinho de Louredo	attraction	pillory	
40.0034700	-8.7357500	Pelourinho de Louriçal	attraction	pillory	
40.3176690	-7.9309160	Pelourinho de Lourosa	attraction	pillory	
41.2770500	-8.2807980	Pelourinho de Lousada	attraction	pillory	
38.9378880	-9.3330690	Pelourinho de Mafra	attraction	pillory	
41.0518350	-7.8713420	Pelourinho de Magueijinha	attraction	pillory	
39.2206468	-8.8912558	Pelourinho de Manique do Intendente	attraction	pillory	
39.3941662	-7.3761188	Pelourinho de Marvão	attraction	pillory	
40.6818858	-7.5291319	Pelourinho de Matança	attraction	pillory	
41.1865522	-8.6890767	Pelourinho de Matosinhos	attraction	pillory	
39.8750929	-8.3340843	Pelourinho de Maçãs de Dona Maria	attraction	pillory	
41.0443900	-7.8382480	Pelourinho de Meijinhos	attraction	pillory	
40.5202519	-7.5351667	Pelourinho de Melo	attraction	pillory	
41.0676599	-8.4018097	Pelourinho de Melres	attraction	pillory	
40.5886454	-7.4907596	Pelourinho de Mesquitela	attraction	pillory	
41.1610620	-7.8875840	Pelourinho de Mesão Frio	attraction	pillory	
40.3842970	-7.9487300	Pelourinho de Midões	attraction	pillory	
40.4281591	-8.7366404	Pelourinho de Mira	attraction	pillory	
40.0929315	-8.3328880	Pelourinho de Miranda do Corvo	attraction	pillory	
41.3379063	-6.7201183	Pelourinho de Mogadouro	attraction	pillory	
37.3205027	-8.5556666	Pelourinho de Monchique	attraction	pillory	
41.0143980	-7.7405090	Pelourinho de Mondim de Cima	attraction	pillory	
41.7398640	-7.4706610	Pelourinho de Monforte de Rio Livre	attraction	pillory	
40.0392930	-7.1151575	Pelourinho de Monsanto	attraction	pillory	
38.4430882	-7.3807476	Pelourinho de Monsaraz	attraction	pillory	
41.6238750	-8.3118020	Pelourinho de Monsul	attraction	pillory	
41.8248180	-7.7913340	Pelourinho de Montalegre	attraction	pillory	
39.0786600	-8.1700080	Pelourinho de Montargil	attraction	pillory	
39.8490721	-8.8583433	Pelourinho de Monte Real	attraction	pillory	
40.8298374	-7.3202191	Pelourinho de Moreira de Rei	attraction	pillory	
41.4790270	-8.1189900	Pelourinho de Moreira do Rei / Cruzeiro de Moreira do Rei	attraction	pillory	
40.3967160	-8.2293980	Pelourinho de Mortágua	attraction	pillory	
40.5734358	-8.0562033	Pelourinho de Mosteiro de Fráguas	attraction	pillory	
38.1433934	-7.4495569	Pelourinho de Moura	attraction	pillory	
41.6437460	-8.4827600	Pelourinho de Moure / Pelourinho de Gondomil	attraction	pillory	
41.6080580	-8.3342750	Pelourinho de Moure	attraction	pillory	
40.9628912	-7.2634228	Pelourinho de Mêda	attraction	pillory	
41.1594680	-6.9079960	Pelourinho de Mós	attraction	pillory	
40.8674640	-7.8852350	Pelourinho de Mões	attraction	pillory	
41.0009193	-8.1762676	Pelourinho de Nespereira	attraction	pillory	
39.5184264	-7.6490774	Pelourinho de Nisa	attraction	pillory	
40.3371109	-7.8804296	Pelourinho de Nogueira do Cravo	attraction	pillory	
41.6453430	-7.0728270	Pelourinho de Nozelos	attraction	pillory	
38.6932560	-9.3139560	Pelourinho de Oeiras	attraction	pillory	
40.7323440	-8.1765118	Pelourinho de Oliveira de Frades	attraction	pillory	
40.4395627	-7.9686330	Pelourinho de Oliveira do Conde	attraction	pillory	
40.3591176	-7.8622287	Pelourinho de Oliveira do Hospital	attraction	pillory	
41.2773000	-7.9952130	Pelourinho de Ovelha do Marão	attraction	pillory	
39.5629680	-8.4679850	Pelourinho de Paialvo	attraction	pillory	
41.6479868	-8.2461215	Pelourinho de Parada de Bouro / Cruzeiro de Parada de Bouro	attraction	pillory	
41.3351506	-7.5884911	Pelourinho de Parada do Pinhão	attraction	pillory	
41.1320692	-7.7435898	Pelourinho de Parada do Bispo	attraction	pillory	
41.0649760	-7.4765000	Pelourinho de Paredes da Beira	attraction	pillory	
41.2077620	-8.3306870	Pelourinho de Paredes	attraction	pillory	
41.0197040	-7.7094600	Pelourinho de Passô	attraction	pillory	
41.2779683	-8.3748647	Pelourinho de Paços de Ferreira	attraction	pillory	
41.8697410	-6.9521560	Pelourinho de Paçó	attraction	pillory	
39.9166478	-8.1451740	Pelourinho de Pedrógão Grande	attraction	pillory	
39.9035226	-8.1325390	Pelourinho de Pedrógão Pequeno	attraction	pillory	
40.7293490	-7.5068990	Pelourinho de Pena Verde	attraction	pillory	
40.2704950	-8.2786238	Pelourinho de Penacova	attraction	pillory	
41.2064401	-8.2840753	Pelourinho de Penafiel	attraction	pillory	
40.3349680	-7.8303150	Pelourinho de Penalva de Alva	attraction	pillory	
40.1677544	-7.1677021	Pelourinho de Penamacor	attraction	pillory	
40.9895354	-7.3937970	Pelourinho de Penedono	attraction	pillory	
40.0301779	-8.3909095	Pelourinho de Penela	attraction	pillory	
40.0422008	-7.0159995	Pelourinho de Penha Garcia	attraction	pillory	
39.3569044	-9.3782204	Pelourinho de Peniche	attraction	pillory	
40.3496020	-7.9279060	Pelourinho de Percelada	attraction	pillory	
39.7165500	-8.3320430	Pelourinho de Pias	attraction	pillory	
40.7965814	-8.4781453	Pelourinho de Pinheiro da Bemposta	attraction	pillory	
40.3620490	-8.1140660	Pelourinho de Pinheiro de Ázere	attraction	pillory	
41.5416120	-6.9929670	Pelourinho de Pinhovelo	attraction	pillory	
40.0591350	-8.3934073	Pelourinho de Podentes	attraction	pillory	
39.9141885	-8.6292039	Pelourinho de Pombal	attraction	pillory	
39.9154490	-8.6290880	Pelourinho de Pombal	attraction	pillory	
40.0124230	-8.4693390	Pelourinho de Pombalinho	attraction	pillory	
40.2263602	-8.1354930	Pelourinho de Pombeiro da Beira	attraction	pillory	
40.6732220	-7.7853280	Pelourinho de Povolide	attraction	pillory	
39.7502490	-7.9247480	Pelourinho de Proença-a-Nova	attraction	pillory	
40.0248855	-7.2403829	Pelourinho de Proença-a-Velha	attraction	pillory	
41.2179388	-7.5673793	Pelourinho de Provesende	attraction	pillory	
40.2287340	-8.6000910	Pelourinho de Póvoa de Santa Cristina	attraction	pillory	
41.3787851	-8.7606003	Pelourinho da Póvoa	attraction	pillory	
39.5113520	-7.5188060	Pelourinho de Póvoa e Meadas	attraction	pillory	
41.0376704	-8.3424690	Pelourinho de Raiva / Pelourinho Santo Ildefonso	attraction	pillory	
41.1694480	-8.2983070	Pelourinho de Rans	attraction	pillory	
41.4242535	-8.6718494	Pelourinho de Rates	attraction	pillory	
41.7234740	-6.7507750	Pelourinho de Rebordainhos	attraction	pillory	
41.7398881	-6.8238426	Pelourinho de Rebordãos	attraction	pillory	
40.0046150	-8.5849920	Pelourinho de Redinha	attraction	pillory	
41.4790050	-8.0612310	Pelourinho de Refojos de Basto	attraction	pillory	
40.5682210	-7.5813530	Pelourinho de Ribamondego	attraction	pillory	
41.5202520	-7.7938250	Pelourinho de Ribeira de Pena	attraction	pillory	
39.7287810	-7.0894540	Pelourinho de Rosmaninhal	attraction	pillory	
41.5848130	-8.0931550	Pelourinho de Rossas	attraction	pillory	
40.9860770	-7.9353640	Pelourinho de Rossão	attraction	pillory	
40.9443820	-7.5717780	Pelourinho de Rua	attraction	pillory	
41.1911679	-7.9229113	Pelourinho de Rua	attraction	pillory	
41.6792520	-8.0486260	Pelourinho de Ruivães	attraction	pillory	
40.5728030	-8.0297380	Pelourinho de Sabugosa	attraction	pillory	
39.8826170	-6.9142560	Pelourinho de Salvaterra do Extremo	attraction	pillory	
41.5860490	-6.7569620	Pelourinho de Sanceriz	attraction	pillory	
40.2816837	-8.1223036	Pelourinho de Sanguinheda	attraction	pillory	
39.4472480	-9.0158520	Pelourinho de Santa Catarina	attraction	pillory	
40.3966037	-8.1323684	Pelourinho de Santa Comba Dão	attraction	pillory	
41.3606210	-7.0661260	Pelourinho de Santa Comba de Vilariça / Cruzeiro de Santa Comba de Vilariça	attraction	pillory	
40.7720280	-8.1428240	Pelourinho de Santa Cruz da Trapa	attraction	pillory	
40.4495680	-7.6639110	Pelourinho de Santa Marinha / Cruzeiro de Santa Marinha	attraction	pillory	
40.4505270	-7.6636160	Pelourinho de Santa Marinha	attraction	pillory	
41.2103880	-7.7872718	Pelourinho de Santa Marta de Penaguião	attraction	pillory	
39.2359090	-8.6803129	Pelourinho de Santarém	attraction	pillory	
38.0154060	-8.6971090	Pelourinho de Santiago do Cacém	attraction	pillory	
39.8502600	-7.6853620	Pelourinho de Sarzedas	attraction	pillory	
41.0526270	-7.2672060	Pelourinho de Sebadelhe	attraction	pillory	
39.8269600	-6.9784040	Pelourinho de Segura	attraction	pillory	
40.4196770	-7.7023330	Pelourinho de Seia	attraction	pillory	
40.4580990	-7.8461360	Pelourinho de Seixo da Beira	attraction	pillory	
41.0503890	-7.5395080	Pelourinho de Sendim	attraction	pillory	
40.5389420	-7.8179060	Pelourinho de Senhorim / Cruzeiro de Senhorim	attraction	pillory	
40.9000620	-7.4942530	Pelourinho de Sernancelhe	attraction	pillory	
40.1583775	-8.1969276	Pelourinho de Serpins	attraction	pillory	
40.6546700	-8.4700840	Pelourinho de Serém de Baixo	attraction	pillory	
40.7332737	-8.3709946	Pelourinho de Sever do Vouga	attraction	pillory	
41.0074900	-7.7020410	Pelourinho de Sever	attraction	pillory	
37.1887170	-8.4395700	Pelourinho de Silves	attraction	pillory	
41.1593330	-8.0984800	Pelourinho de Soalhães	attraction	pillory	
38.9528441	-7.6756082	Pelourinho de Sousel	attraction	pillory	
41.1866850	-7.4329760	Pelourinho de Soutelo do Douro	attraction	pillory	
41.0198080	-7.3540380	Pelourinho de Souto	attraction	pillory	
40.8347820	-8.0419980	Pelourinho de Sul	attraction	pillory	
40.3872560	-8.0693091	Pelourinho de São João de Areias	attraction	pillory	
41.6218660	-8.2935590	Pelourinho de São João de Rei	attraction	pillory	
40.5979950	-8.2351640	Pelourinho de São João do Monte	attraction	pillory	
40.4379240	-8.4975030	Pelourinho de São Lourenço do Bairro	attraction	pillory	
41.2502149	-7.4319877	Pelourinho de São Mamede de Ribatua	attraction	pillory	
41.1027980	-7.8971300	Pelourinho de São Martinho de Mouros	attraction	pillory	
40.5883120	-8.0269620	Pelourinho de São Miguel do Outeiro	attraction	pillory	
41.1903262	-8.1573811	Pelourinho do Marco	attraction	pillory	
40.0374243	-7.5602973	Pelourinho de São Vicente da Beira	attraction	pillory	
41.1172416	-7.5670903	Pelourinho de Tabuaço	attraction	pillory	
41.0174420	-7.7748910	Pelourinho de Tarouca	attraction	pillory	
41.0141580	-8.0497740	Pelourinho de Tendais	attraction	pillory	
38.6208737	-7.4078159	Pelourinho de Terena	attraction	pillory	
40.5161700	-8.0793314	Pelourinho de Tondela	attraction	pillory	
41.2007210	-8.2034580	Pelourinho de Torre / Pelourinho de Porto Carreiro	attraction	pillory	
41.6522950	-7.1273660	Pelourinho de Torre de Dona Chama	attraction	pillory	
41.1752026	-7.0520010	Pelourinho de Torre de Moncorvo	attraction	pillory	
39.0901400	-9.2589930	Pelourinho de Torres Vedras	attraction	pillory	
40.3859730	-7.7608180	Pelourinho de Torrozelo	attraction	pillory	
41.7461747	-7.2283313	Pelourinho de Tortomil	attraction	pillory	
41.0472090	-7.2338670	Pelourinho de Touça	attraction	pillory	
40.7785226	-7.3489057	Pelourinho de Trancoso	attraction	pillory	
40.9661844	-8.1561612	Pelourinho de Trancoso	attraction	pillory	
40.4329820	-8.0938230	Pelourinho de Treixedo	attraction	pillory	
39.4634140	-8.9781580	Pelourinho de Turquel	attraction	pillory	
41.0476490	-7.7457120	Pelourinho de Ucanha	attraction	pillory	
40.7278210	-6.8292810	Pelourinho de Vale de Coelha	attraction	pillory	
41.6047340	-7.1414860	Pelourinho de Vale de Prados	attraction	pillory	
41.1593120	-7.5585620	Pelourinho de Valença do Douro	attraction	pillory	
40.3591350	-7.7200270	Pelourinho de Valezim	attraction	pillory	
38.9534995	-7.5063670	Pelourinho de Veiros	attraction	pillory	
38.3328410	-8.0020520	Pelourinho de Viana do Alentejo	attraction	pillory	
40.2948930	-7.7840020	Pelourinho de Vide	attraction	pillory	
41.3264350	-7.4895720	Pelourinho de Vila Chã	attraction	pillory	
40.2831512	-7.9424334	Pelourinho de Vila Cova de Alva	attraction	pillory	
40.8796760	-7.8038160	Pelourinho de Vila Cova à Coelheira	attraction	pillory	
39.5144260	-7.7993890	Pelourinho de Vila Flor	attraction	pillory	
41.6025580	-6.8366920	Pelourinho de Vila Franca de Lampaças / Pelourinho de Vila Franca	attraction	pillory	
38.5186692	-9.0137206	Pelourinho de Vila Nogueira de Azeitão	attraction	pillory	
40.1097780	-8.6362972	Pelourinho de Vila Nova de Anços	attraction	pillory	
41.1374680	-8.6198170	Pelourinho de Vila Nova de Gaia	attraction	pillory	
41.0831880	-7.8233770	Pelourinho de Vila Nova de Souto d'El-Rei / Pelourinho de Arneirós	attraction	pillory	
40.3080363	-7.9206296	Pelourinho de Vila Pouca da Beira	attraction	pillory	
39.6529400	-7.6727950	Pelourinho de Vila Velha de Ródão	attraction	pillory	
38.7804740	-7.4169900	Pelourinho de Vila Viçosa	attraction	pillory	
40.9173120	-7.5098350	Pelourinho de Vila da Ponte	attraction	pillory	
38.2144180	-7.8231660	Pelourinho de Vila de Frades	attraction	pillory	
41.3539349	-8.7434561	Pelourinho de Vila do Conde	attraction	pillory	
40.4163561	-7.1050839	Pelourinho de Vila do Touro	attraction	pillory	
40.4733588	-6.9383962	Pelourinho de Vilar Maior	attraction	pillory	
40.5602670	-7.8652670	Pelourinho de Vilar Seco	attraction	pillory	
41.8797380	-7.1731520	Pelourinho de Vilar Seco	attraction	pillory	
41.3466130	-7.1951600	Pelourinho de Vilas Boas	attraction	pillory	
41.5832460	-6.5292540	Pelourinho de Vimioso	attraction	pillory	
41.8349630	-6.9999150	Pelourinho de Vinhais	attraction	pillory	
40.7233930	-8.1109440	Pelourinho de Vouzela	attraction	pillory	
40.9972110	-7.8277400	Pelourinho de Várzea da Serra	attraction	pillory	
41.0989983	-7.4592578	Pelourinho de Várzea de Trevões	attraction	pillory	
39.8449800	-7.0712450	Pelourinho de Zebreira	attraction	pillory	
41.5570717	-7.3496274	Pelourinho de Água Revés	attraction	pillory	
38.2986703	-7.9596149	Pelourinho de Água de Peixes	attraction	pillory	
39.7119970	-8.3023760	Pelourinho de Águas Belas	attraction	pillory	
39.9754840	-7.9649800	Pelourinho de Álvaro	attraction	pillory	
40.3497090	-8.0924900	Pelourinho de Ázere	attraction	pillory	
38.7713831	-7.7162043	Pelourinho de Évora Monte	attraction	pillory	
39.3619608	-9.1573070	Pelourinho de Óbidos	attraction	pillory	
40.3815330	-8.1314170	Pelourinho de Óvoa	attraction	pillory	
41.5396875	-7.9932031	Pelourinho de Abadim	attraction	pillory	
40.9468190	-7.9502160	Pelourinho do Bugalhão (fragmento)	attraction	pillory	
38.9516190	-8.0717990	Pelourinho do Cabeção	attraction	pillory	
41.3643180	-8.0527550	Pelourinho do Castelo	attraction	pillory	
40.8100640	-7.6652530	Pelourinho do Castelo	attraction	pillory	
39.2850973	-7.6454147	Pelourinho do Crato	attraction	pillory	
40.6977040	-7.7367880	Pelourinho do Ladário	attraction	pillory	
41.8638750	-8.2173830	Pelourinho do Lindoso	attraction	pillory	
41.6843040	-6.5988010	Pelourinho do Outeiro	attraction	pillory	
38.6487590	-7.5436120	Pelourinho do Redondo	attraction	pillory	
40.3515726	-7.0923530	Pelourinho do Sabugal	attraction	pillory	
40.3522870	-7.0926960	Pelourinho do Sabugal (Reconstituição)	attraction	pillory	
40.8630240	-7.7084760	Pelourinho dos Alhais	attraction	pillory	
40.0673420	-7.2113180	Pelourinho e Paços do Concelho de Bemposta	attraction	pillory	
37.8883323	-6.5654830		viewpoint		
40.6822083	-8.2970794	Sepultura do Rei	attraction	archaeological_site	
41.8794500	-8.3132780	Mamoa do Mezio 6	attraction	archaeological_site	
38.5260320	-8.1026360	Marco Miliário de São Brissos	attraction	milestone	
38.5350700	-8.0128500	Miliário da Mitra	attraction	milestone	
39.6137071	-8.7610160		viewpoint		
41.5281812	-8.6218456	Museu Arqueológico Paço dos Duques	museum		
38.6431923	-8.2123306	Museu Arqueológico de Montemor-o-Novo	museum		
41.7771607	-7.3162237	Pedra Bolideira	attraction	stone	
38.4703870	-7.3936200	Menir do Outeiro	attraction	archaeological_site	
40.9187561	-7.3882573	Menir do Vale de Maria Pais	attraction	archaeological_site	
38.4455765	-7.4757061	Rocha dos Namorados	attraction	archaeological_site	
37.8937017	-6.5645257	Museo de Escultura al Aire Libre	museum		
37.5129889	-8.0604144	Biblioteca-Museu Municipal Severo Portela	museum		
37.4905540	-8.1460054	Museu Arqueológico e Etnográfico Manuel Vicente Guerreiro	museum		
37.6980540	-8.0822370	Padrão Comemorativo da Batalha de Ourique	attraction	memorial	
38.2954602	-8.2260292	Museu Etnográfico do Torrão	museum		
41.0622495	-8.2621135	Castelo de Fornos	attraction	archaeological_site	
39.0433567	-7.0962312	Centro de Ciência do Café	museum		
40.7466585	-8.3102424	Espigueiro de Amiais	attraction	granary	
37.5952401	-8.6520210	Miradouro de Santa Maria	viewpoint		
40.7640650	-8.6579473		viewpoint		
41.2986119	-7.9127705	Fraga Gorda	viewpoint		
38.8943839	-9.3531672		viewpoint		
41.1460581	-8.6082770	Vicent	attraction	yes	
41.1460813	-8.6078751	Machado Joalheiro	attraction	yes	
41.6143519	-8.1875858	Miradouro da Senhora da Lapa	viewpoint		
